"messageID","timeSubmitted","ips","text","urls","whoisData"
"789d201e-04f9-4a75-b456-ef13a8d05f77","2025-02-27T19:56:04.711Z","[{""L"":[{""S"":""none""}]}]","[{""S"":""1:09\nI 5G\nweiyingwei_zishimo-kongqianh..\n>\niMessage\nToday 12:10 PM\nInternal Revenue Service (IRS)\nYou are eligible to receive a $1,400\nEconomic Impact Payment. Please\nprovide your accurate personal\ninformation. We will deposit the amount\ninto your bank account or mail a paper\ncheck within 1 to 2 business days.\nhttps://irs.gov.trax-through.com\n(Please reply with \""Y,\"" then exit the text\nmessage. Open it again, click the link, or\ncopy it into your Safari browser and\nopen it.)\nThe sender is not in your contact list.\nReport Junk\n+\nText Message SMS""}]","[{""L"":[{""S"":""https://irs.gov.trax-through.com""}]}]","[{""S"":""none""}]"
"dd8eb28b-5542-4bad-b0eb-52f5ed47e715","2025-02-27T19:37:51.364Z","[{""L"":[{""S"":""none""}]}]","[{""S"":""none""}]","[{""L"":[{""S"":""none""}]}]","[{""S"":""none""}]"
